0.004, 1.761794, 2.216605, 0.0177606, -0.05326024, 0.005449289, -0.3248206
0.009, 1.761371, 2.216627, 0.01735612, -0.04966134, 0.008942348, -0.3265795
0.014, 1.761371, 2.216627, 0.01735612, -0.04966134, 0.008942348, -0.3265795
0.019, 1.761276, 2.216514, 0.01732081, -0.04893662, 0.007796222, -0.3262353
0.025, 1.761276, 2.216514, 0.01732081, -0.04893662, 0.007796222, -0.3262353
0.029, 1.761368, 2.216635, 0.0172685, -0.05013054, 0.008345073, -0.3293543
0.034, 1.761368, 2.216635, 0.0172685, -0.05013054, 0.008345073, -0.3293543
0.039, 1.761406, 2.216481, 0.0173121, -0.05347936, 0.008328984, -0.3275963
0.044, 1.761406, 2.216481, 0.0173121, -0.05347936, 0.008328984, -0.3275963
0.050, 1.761339, 2.216582, 0.0174027, -0.05037999, 0.008820213, -0.3270981
0.054, 1.761339, 2.216582, 0.0174027, -0.05037999, 0.008820213, -0.3270981
0.060, 1.761339, 2.216582, 0.0174027, -0.05037999, 0.008820213, -0.3270981
0.065, 1.761403, 2.216646, 0.01732492, -0.05013399, 0.008869684, -0.327722
0.070, 1.761356, 2.216524, 0.01731717, -0.05254507, 0.008782475, -0.3275658
0.074, 1.761356, 2.216524, 0.01731717, -0.05254507, 0.008782475, -0.3275658
0.080, 1.761314, 2.216639, 0.01751857, -0.05305368, 0.007399576, -0.3278792
0.084, 1.761314, 2.216639, 0.01751857, -0.05305368, 0.007399576, -0.3278792
0.090, 1.761352, 2.216579, 0.01742216, -0.05200724, 0.007674499, -0.3279355
0.095, 1.761352, 2.216579, 0.01742216, -0.05200724, 0.007674499, -0.3279355
0.099, 1.761317, 2.216678, 0.01736414, -0.05185769, 0.008536208, -0.3264172
0.104, 1.761317, 2.216678, 0.01736414, -0.05185769, 0.008536208, -0.3264172
0.109, 1.761355, 2.216596, 0.01749485, -0.05076154, 0.007871245, -0.3267563
0.115, 1.761355, 2.216596, 0.01749485, -0.05076154, 0.007871245, -0.3267563
0.120, 1.761391, 2.216747, 0.0173358, -0.04877548, 0.008012833, -0.3296853
0.125, 1.761391, 2.216747, 0.0173358, -0.04877548, 0.008012833, -0.3296853
0.130, 1.761367, 2.216719, 0.01726862, -0.05064512, 0.00817887, -0.3293264
0.134, 1.761367, 2.216719, 0.01726862, -0.05064512, 0.00817887, -0.3293264
0.140, 1.761333, 2.216724, 0.01732608, -0.04870231, 0.008322499, -0.3290666
0.144, 1.761333, 2.216724, 0.01732608, -0.04870231, 0.008322499, -0.3290666
0.149, 1.761363, 2.216754, 0.01731201, -0.04848661, 0.008213126, -0.3294949
0.155, 1.761363, 2.216754, 0.01731201, -0.04848661, 0.008213126, -0.3294949
0.160, 1.761363, 2.216754, 0.01731201, -0.04848661, 0.008213126, -0.3294949
0.165, 1.761358, 2.216694, 0.01727816, -0.05062312, 0.008188974, -0.3288273
0.170, 1.761747, 2.216822, 0.01776099, -0.04949529, 0.004764438, -0.3272541
0.174, 1.761747, 2.216822, 0.01776099, -0.04949529, 0.004764438, -0.3272541
0.180, 1.761368, 2.216758, 0.01732844, -0.0485148, 0.008049926, -0.3287684
0.185, 1.761368, 2.216758, 0.01732844, -0.0485148, 0.008049926, -0.3287684
0.190, 1.761346, 2.216628, 0.01728776, -0.05057209, 0.008319923, -0.3294907
0.194, 1.761346, 2.216628, 0.01728776, -0.05057209, 0.008319923, -0.3294907
0.200, 1.761349, 2.21674, 0.01728892, -0.05066372, 0.00828367, -0.3286759
0.204, 1.761349, 2.21674, 0.01728892, -0.05066372, 0.00828367, -0.3286759
0.209, 1.761349, 2.21674, 0.01728892, -0.05066372, 0.00828367, -0.3286759
0.215, 1.761299, 2.216648, 0.01746731, -0.0530589, 0.007374424, -0.3284702
0.220, 1.761367, 2.216544, 0.01744574, -0.05075184, 0.008381356, -0.327217
0.225, 1.761367, 2.216544, 0.01744574, -0.05075184, 0.008381356, -0.327217
0.229, 1.761365, 2.216502, 0.01733136, -0.05260402, 0.008639742, -0.3271289
0.234, 1.761365, 2.216502, 0.01733136, -0.05260402, 0.008639742, -0.3271289
0.240, 1.761399, 2.216714, 0.01738884, -0.05111989, 0.008189334, -0.327426
0.244, 1.761399, 2.216714, 0.01738884, -0.05111989, 0.008189334, -0.327426
0.249, 1.761338, 2.216631, 0.01733341, -0.0499477, 0.008861101, -0.3273369
0.255, 1.761338, 2.216631, 0.01733341, -0.0499477, 0.008861101, -0.3273369
0.259, 1.761338, 2.216631, 0.01733341, -0.0499477, 0.008861101, -0.3273369
0.265, 1.761281, 2.216507, 0.01737213, -0.05570816, 0.007474625, -0.3289159
