0.079, 0.0750162, 0.001227744, 0.04509553, -0.0475785, 0.003032597, 9.210064e-05, 0.003382893, -0.003569157, 0.003032597
0.139, 0.0599827, 0.03388293, -0.06909048, -0.002889938, -0.0007590184, 0.002137049, -0.0007551583, -0.003742503, 0.002273579
0.154, 0.0150243, 0.1039686, -0.02177807, -0.1412167, 0.001113373, 0.003699842, -0.001078806, -0.005864182, 0.003386952
0.159, 0.00499619, 0.1039686, -0.02177807, -0.1412167, -0.01175929, 0.004219654, -0.001185853, -0.006569726, -0.008372341
0.164, 0.00498237, 0.06390955, 0.03763629, -0.05991756, -0.005697249, 0.004539634, -0.001001008, -0.006868258, -0.01406959
0.174, 0.00999734, 0.05456754, 0.05456069, -0.003025883, 0.0006735264, 0.005092784, -0.0004632755, -0.006898508, -0.01339606
0.234, 0.0600236, -0.05758357, -0.02078397, -0.06887732, -0.01415476, 0.001620008, -0.001664392, -0.01103278, -0.02755082
0.329, 0.0949771, -0.01213897, -0.04164686, 0.028552, -0.005636918, 0.0003585581, -0.005586628, -0.008320989, -0.03318774
0.399, 0.0700105, -0.003314001, 0.02603385, -0.01901004, 0.001614126, 0.0001871492, -0.00375729, -0.009651892, -0.03157361
0.524, 0.124987, 0.02191026, -0.001906095, -0.06536661, 0.008658516, 0.00291677, -0.004081859, -0.01782189, -0.0229151
0.684, 0.160022, 0.01245227, 0.05728577, 0.01062859, 0.007191658, 0.00511893, 0.005037068, -0.01612108, -0.01572344
0.814, 0.129981, 0.1339037, -0.07618999, -0.0683568, -0.005888802, 0.02236596, -0.005138587, -0.02500615, -0.02161224
0.904, 0.0899993, -0.02305065, 0.0293636, 0.0490779, -0.0007855296, 0.02034902, -0.002451669, -0.02058917, -0.02239777
0.994, 0.090015, 0.03466008, 0.03347124, -0.01723552, -0.005629099, 0.02353564, 0.000490617, -0.02214063, -0.02802687
1.110, 0.11501, 0.1043731, 0.03846695, -0.04950977, -0.005302456, 0.03565881, 0.004576561, -0.02783472, -0.03332932
1.229, 0.119998, -0.01877127, -0.06037669, -0.07800645, 0.0174259, 0.03316613, -0.002589409, -0.03719531, -0.01590342
1.315, 0.0850108, -0.02056447, -0.0130836, 0.003215218, 0.007456268, 0.03140046, -0.003673714, -0.03692198, -0.008447151
1.410, 0.0949945, 0.1121694, 0.0942935, -0.01945308, -0.01698097, 0.04213122, 0.005193322, -0.03876991, -0.02542812
1.524, 0.114973, -0.005252333, 0.05409092, 0.0007957583, 0.01419102, 0.04168566, 0.01142565, -0.03867842, -0.01123711
1.614, 0.090016, 0.006940358, 0.02094266, 0.01762195, -0.009720393, 0.04233155, 0.01330369, -0.03709216, -0.0209575
1.724, 0.109985, 0.178639, 0.02958379, -0.01509098, -5.463391e-05, 0.06204302, 0.01614501, -0.03875194, -0.02101213
1.884, 0.159999, 0.03103122, -0.07053632, -0.03615342, 0.01303737, 0.06676977, 0.004757428, -0.04453646, -0.007974765
1.969, 0.085022, 0.006451114, 0.02946034, -0.03093386, -0.002338416, 0.06733821, 0.00725775, -0.04716652, -0.01031318
2.065, 0.0950043, 0.09256303, 0.01556586, -0.09704894, -0.004342853, 0.07614689, 0.008645803, -0.05638659, -0.01465603
2.164, 0.0999744, 0.02891331, 0.01200876, -0.02631615, 0.0007057117, 0.07905476, 0.009803878, -0.05901753, -0.01395032
2.229, 0.0650228, -0.0569458, 0.07648805, -0.03792283, 0.0196026, 0.07542172, 0.01482851, -0.06148338, 0.005652276
2.349, 0.11999, -0.01577212, 0.06023157, -0.06447563, -0.01419038, 0.0734884, 0.02204491, -0.06921983, -0.0085381
2.469, 0.119988, 0.03400611, 0.03363015, -0.06730258, -0.03295453, 0.07760301, 0.02604512, -0.0772953, -0.04149263
2.604, 0.135011, 0.1201837, 0.06304428, -0.02252338, 0.003499729, 0.09416829, 0.03387642, -0.08033621, -0.0379929
2.704, 0.100001, 0.07999068, 0.0002118945, 0.01048213, -0.01791599, 0.1021625, 0.03359376, -0.07928799, -0.05590889
2.844, 0.139985, -0.01951, -0.04172371, -0.03092861, -0.007009407, 0.09910925, 0.02791478, -0.08361755, -0.0629183
2.974, 0.130019, 0.07738306, -0.006041426, -0.0507049, -0.002352856, 0.1091012, 0.02649822, -0.09021014, -0.06527115
3.095, 0.120009, 0.06128395, 0.01183526, -0.1201562, 0.004243444, 0.1165328, 0.02743583, -0.1046299, -0.06102771
3.119, 0.0249881, 0.01979279, 0.06843641, 0.02162065, 0.002374965, 0.1171308, 0.02911258, -0.1040897, -0.05865274
3.214, 0.0950075, -0.1023289, 0.08650813, -0.04076312, -0.01619382, 0.1079073, 0.03788726, -0.1079625, -0.07484657
3.340, 0.125015, -0.03388853, 0.06599454, -0.09903917, 0.002719886, 0.1042995, 0.04643125, -0.1203439, -0.07212668
3.434, 0.0949759, 0.01660237, 0.0237703, 0.04147046, 0.01291941, 0.1060349, 0.04856936, -0.1164052, -0.05920727
3.529, 0.0949987, -0.05470322, 0.02944944, 0.02932444, -0.005964843, 0.1010128, 0.05166962, -0.1136194, -0.06517211
3.614, 0.0850028, -0.00524343, 0.01438466, -0.04923934, -0.004453803, 0.1006477, 0.05291879, -0.1178049, -0.06962591
3.709, 0.0949965, 0.08776582, 0.01518641, -0.00924854, 0.0003232744, 0.1090653, 0.05377791, -0.1186834, -0.06930264
3.829, 0.12, -0.1144752, 0.09233809, 0.04797834, 0.00242402, 0.09612859, 0.0657831, -0.1129261, -0.06687862
3.919, 0.0899879, -0.01159302, 0.05266301, -0.1003061, 0.007973993, 0.09540439, 0.07058126, -0.1219524, -0.05890463
4.014, 0.0950086, 0.07550164, 0.02943692, 0.00846428, -0.01588514, 0.1027299, 0.07295087, -0.1211482, -0.07478977
4.109, 0.0949931, 0.01169924, 0.0001394365, 0.03718159, -0.004380058, 0.1038391, 0.07288104, -0.1176162, -0.07916982
4.175, 0.065026, -0.07526474, 0.07591274, -0.01973691, -0.009878742, 0.0993507, 0.07818894, -0.1188996, -0.08904856
4.290, 0.115009, 0.1143778, 0.02841821, -0.02076564, 0.007628444, 0.1127437, 0.08027451, -0.1212879, -0.08142012
4.414, 0.12496, 0.009015169, -0.01279669, -0.09830692, 0.001188113, 0.1137365, 0.07858911, -0.1335723, -0.08023201
4.529, 0.115025, 0.02942277, 0.0187761, -0.02667011, -0.01058291, 0.117283, 0.08047064, -0.13664, -0.09081493
4.555, 0.0250033, -0.009924762, 0.04182694, -0.05071116, -0.0004646713, 0.1171308, 0.08153465, -0.137908, -0.0912796
4.644, 0.0899802, -0.02498495, 0.005645031, 0.04192453, 0.005803288, 0.1149383, 0.0822454, -0.1341356, -0.08547631
4.734, 0.090002, 0.09661822, 0.04237165, 0.03370992, 0.007776099, 0.1239279, 0.08530263, -0.1311016, -0.07770021
4.819, 0.0850101, 0.06404936, -0.04570762, -0.04329926, 0.005056671, 0.1290547, 0.0810061, -0.1347825, -0.07264354
4.914, 0.0949819, -0.07030099, 0.06096775, 0.04161253, -0.006982252, 0.1228153, 0.0872663, -0.1308301, -0.07962579
5.004, 0.0900038, 0.01681688, -0.02700566, -0.02473741, -0.008077755, 0.1241308, 0.084723, -0.1330565, -0.08770355
5.079, 0.074991, -0.0189532, 0.005869113, -0.06118825, 0.0163849, 0.1227535, 0.08528593, -0.1376451, -0.07131865
5.179, 0.100008, -0.009237899, -0.03947434, -0.003019894, -0.02115739, 0.1215506, 0.08141406, -0.1379471, -0.09247604
5.294, 0.115005, 0.07181402, -0.01002754, -0.02415338, 0.008685865, 0.1296678, 0.0795031, -0.1407249, -0.08379018
5.339, 0.0450103, 0.04844728, -0.005313039, -0.02288546, -0.005357555, 0.1318208, 0.0790823, -0.141755, -0.08914773
5.464, 0.124997, -0.02472597, -0.06682277, -0.06911036, 0.01513703, 0.1279988, 0.07103796, -0.1503936, -0.0740107
5.579, 0.114988, 0.06193046, -0.02599913, -0.04105455, 0.01458516, 0.1348795, 0.06752998, -0.1551144, -0.05942554
5.695, 0.115029, 0.008020647, 0.1506851, -0.03538498, 0.0106056, 0.1368299, 0.08477768, -0.1591846, -0.04881994
5.809, 0.11497, -0.003034807, 0.04896319, -0.03371695, -0.005328439, 0.1367561, 0.09041731, -0.1630611, -0.05414838
5.930, 0.120032, -0.01072274, 0.01831499, -0.04217928, 0.002730689, 0.1355899, 0.09268213, -0.1681239, -0.05141769
6.049, 0.119968, -0.0334701, 0.00761345, -0.07020873, 0.004140737, 0.1316268, 0.09380066, -0.1765467, -0.04727695
6.119, 0.0699984, 0.01941022, 0.05630312, -0.02729334, -0.005834001, 0.1331702, 0.09767317, -0.1784572, -0.05311095
6.229, 0.110002, -0.01012511, 0.05714102, 0.08578043, 0.002614112, 0.1323917, 0.1040091, -0.1690212, -0.05049684
6.319, 0.0900016, 0.06419482, 0.101767, -0.0395792, 0.01006173, 0.1386243, 0.112865, -0.1725834, -0.04043511
6.379, 0.0599876, 0.05216182, 0.04152958, 0.01381594, 0.002325326, 0.1418515, 0.1152277, -0.1717546, -0.03810978
6.479, 0.100008, -0.0499211, -0.01867526, -0.04572228, -0.02816188, 0.1367914, 0.1135516, -0.1763272, -0.06627166
6.560, 0.0800496, -0.06677322, 0.07846321, -0.03997398, -0.01275163, 0.131874, 0.1201727, -0.1795271, -0.07902329
6.599, 0.0399547, 0.06198319, 0.04670598, -0.06555608, 0.007669356, 0.1344901, 0.1218375, -0.1821464, -0.07135394
6.639, 0.0400053, 0.015008, 0.03020001, -0.02216652, -0.01164533, 0.1351751, 0.1229998, -0.1830331, -0.08299927
6.809, 0.170011, 0.1012248, -0.01056934, 0.02104688, 0.008263629, 0.1521762, 0.1197824, -0.1794549, -0.07473564
6.900, 0.0900137, 0.001859341, 0.03643611, -0.1573614, 0.0167694, 0.1525879, 0.1230405, -0.1936196, -0.05796624
7.000, 0.1, 0.04519467, -0.02172053, -0.1013684, -0.002102962, 0.156974, 0.1206102, -0.2037565, -0.0600692
7.145, 0.144995, 0.0631998, -0.007878199, -0.01208963, 0.0001123014, 0.1660526, 0.1189199, -0.2055094, -0.0599569
7.260, 0.115007, -0.008249892, -0.002257693, 0.004949474, 0.006285338, 0.1650899, 0.1187176, -0.2049402, -0.05367156
7.349, 0.0899884, 0.05775929, -0.01319732, 0.01574876, 0.003813164, 0.1702164, 0.1172528, -0.203523, -0.0498584
7.414, 0.0649769, -0.01748567, -0.02871709, -0.0520817, 0.005920354, 0.1689886, 0.1154458, -0.2069071, -0.04393804
7.534, 0.120009, 0.002688417, 0.001497381, -0.01050116, -0.007765048, 0.1693188, 0.1156112, -0.2081673, -0.05170309
7.719, 0.184993, 0.1547268, 0.06429454, 0.0214596, -0.01159662, 0.1985186, 0.12601, -0.2041975, -0.06329971
7.849, 0.13, 0.04360937, -0.01582859, -0.0839764, -0.02016377, 0.2040463, 0.1235978, -0.2151144, -0.08346348
7.964, 0.114994, 0.08497839, -0.02620455, 0.04426033, -0.009018472, 0.2135331, 0.1197803, -0.2100247, -0.09248195
8.079, 0.115013, 0.01827361, -0.01789113, -0.05307131, -0.01706709, 0.2154358, 0.1175373, -0.2161286, -0.109549
8.194, 0.115013, -0.009829185, -0.009194233, -0.1000644, 0.01144696, 0.2141964, 0.1166098, -0.2276373, -0.09810208
8.309, 0.11498, -0.02881503, 0.09080007, -0.01805809, -0.01479491, 0.2119218, 0.1273243, -0.2297136, -0.112897
8.424, 0.115018, 0.06755701, 0.03401615, -0.02615625, 0.008451233, 0.2200833, 0.1303364, -0.2327221, -0.1044458
8.539, 0.114985, 0.04178683, -0.04831118, 0.01175918, -0.02108259, 0.2242829, 0.1243107, -0.2313699, -0.1255284
8.654, 0.114993, -0.0002370803, 0.04207182, 0.03434957, 0.008158118, 0.2248615, 0.129114, -0.22742, -0.1173702
8.775, 0.120033, 0.02918474, -0.05213111, -0.05497344, -0.01208457, 0.2276078, 0.1224894, -0.2340186, -0.1294548
8.889, 0.114969, -0.01624218, -0.1238584, -0.05055004, 0.001968019, 0.2239178, 0.1086097, -0.2398303, -0.1274868
9.004, 0.115012, -0.00368545, -0.08781537, -0.1024102, -0.0008916636, 0.2222133, 0.09864575, -0.2516087, -0.1283785
9.129, 0.125013, -0.07273632, -0.0186647, -0.0347321, 0.01017434, 0.2128964, 0.09749576, -0.2559507, -0.1182041
9.254, 0.124972, -0.02560861, 0.06519435, -0.04804208, -0.01152334, 0.2106792, 0.1059638, -0.2619546, -0.1297275
9.375, 0.120046, 0.0003595202, -0.004841611, 0.02764642, -0.00661555, 0.2106468, 0.1053819, -0.2586357, -0.136343
9.489, 0.114966, 0.02442722, 0.06966636, -0.1227976, -0.01834628, 0.2145177, 0.1129351, -0.2727533, -0.1546893
9.609, 0.120014, 0.0612381, 0.02275851, -0.0902942, 0.002909827, 0.2222002, 0.1145015, -0.2835899, -0.1517795
9.700, 0.0900037, -0.005611912, -0.02014601, -0.08485039, -0.01207639, 0.2214267, 0.1127855, -0.2912267, -0.1638559
9.764, 0.064977, 0.01014308, -0.01945545, 0.04439022, -0.01649484, 0.2218707, 0.1114308, -0.2883424, -0.1803507
9.884, 0.120009, 0.07762305, 0.01947572, -0.1374317, 0.01623496, 0.2314544, 0.1120592, -0.3048354, -0.1641157
10.004, 0.120005, -0.04556414, 0.04936715, 0.002098576, 0.003266206, 0.2270278, 0.1187972, -0.3045836, -0.1608495
10.094, 0.0899942, 0.07428616, -0.03075642, 0.04479887, 0.003474926, 0.2331836, 0.1149943, -0.300552, -0.1573746
10.189, 0.0949982, -0.005979056, -0.04068592, -0.01171095, -0.01361178, 0.2320168, 0.111266, -0.3016645, -0.1709864
10.314, 0.124984, -0.02046243, 0.08996535, -0.09455792, 0.01510166, 0.2314099, 0.1227815, -0.3134828, -0.1558847
10.434, 0.120006, -0.05041826, -0.04739336, -0.03582658, 0.009196747, 0.2245498, 0.1181023, -0.3177822, -0.146688
10.524, 0.0900035, 0.1100751, -0.01975019, -0.01646218, 0.01197702, 0.2340907, 0.1148958, -0.3192638, -0.134711
10.619, 0.0950121, -0.05807141, -0.0382568, -0.04037254, 0.01329668, 0.228135, 0.1120349, -0.3230997, -0.1214143
10.734, 0.114998, 0.008401554, -0.03704133, 0.018463, -0.01505864, 0.2285782, 0.1076895, -0.3209765, -0.1364729
10.844, 0.109999, -0.01712332, -0.006996978, 0.0252927, 0.01308744, 0.2266074, 0.1071833, -0.3181943, -0.1233855
10.964, 0.120001, -0.05677371, -0.008314196, -0.01205816, -1.635373e-05, 0.2197235, 0.1070317, -0.3196413, -0.1234018
11.084, 0.119976, -0.04230576, 0.006516693, -0.06547813, -0.001903201, 0.2147827, 0.1084323, -0.3274971, -0.125305
11.204, 0.120007, 0.04905627, -0.002705507, -0.02244217, 0.01271429, 0.220583, 0.1073744, -0.3301903, -0.1125907
11.319, 0.115022, 0.04645263, 0.1076853, 0.09969264, -0.01825919, 0.2272839, 0.1190819, -0.3187235, -0.1308499
11.434, 0.115003, -0.06066793, -0.03966917, 0.004947817, -0.003806733, 0.2197713, 0.1154691, -0.3181545, -0.1346567
11.549, 0.114989, 0.0606912, -0.02798209, 0.0154495, -7.252477e-05, 0.2262549, 0.1113437, -0.3163779, -0.1347292
11.664, 0.114999, 0.04999267, -0.02196916, 0.03828073, -0.001124094, 0.2316126, 0.108068, -0.3119757, -0.1358533
11.779, 0.114991, -0.02759276, -0.04345603, -0.1334612, 0.01634651, 0.2277921, 0.1035467, -0.3273226, -0.1195068
11.899, 0.120009, 0.04968002, 0.04245179, -0.1318395, 0.007258334, 0.234319, 0.1078941, -0.3431445, -0.1122485
12.010, 0.110021, -0.05727729, 0.006938864, -0.0132646, -8.519799e-05, 0.2281425, 0.1093586, -0.3446039, -0.1123336
12.129, 0.119979, -0.02347797, -0.0135297, 0.1046335, -0.01064529, 0.2251614, 0.1080613, -0.3320501, -0.1229789
12.249, 0.120013, 0.002192745, 0.04252463, -0.02669549, 0.011961, 0.2260486, 0.113094, -0.3352539, -0.1110179
12.369, 0.119997, 0.1047437, 0.04133242, -0.01177467, -0.01445915, 0.2390897, 0.1166307, -0.3366668, -0.1254771
12.484, 0.114984, 0.03172431, -0.03262059, 0.06024496, -0.009166063, 0.2422394, 0.1124529, -0.3297396, -0.1346432
